age_group,gender,employment_status,income_bracket_aed,fitness_goal,workouts_per_week,diet_style,allergy_flags,orders_per_week,avg_spend_aed,preferred_meal_time,subscribe_intent,meals_per_week_sub,max_budget_aed,nutrition_tracking_importance,customization_level,spice_level,pause_likelihood,fav_add_ons,eco_pack_score,distance_km,diet_change_freq,nps_intent
1,2,2,2,3,4,4,Dairy,11,53.7,1,1,11,2251.0,1,2,4,4,None,5,4,3,0
3,2,4,3,1,4,1,None,3,98.9,4,2,4,1855.0,2,3,3,5,Dessert pot,5,1,1,6
1,2,4,4,4,0,1,Soy,4,100.6,3,2,6,2325.0,3,3,2,4,Dessert pot,3,4,0,6
4,1,4,3,1,2,2,Gluten,7,101.6,3,2,6,2881.0,2,2,1,4,None,4,1,0,1
5,1,1,2,1,1,3,None,2,75.8,2,3,3,766.0,4,2,4,3,"Protein shake,Soup",4,4,2,6
4,2,2,4,3,0,1,None,6,82.0,3,2,7,2152.0,3,1,3,5,Protein shake,2,1,0,2
2,2,3,3,4,0,4,None,6,69.8,1,3,6,1804.0,4,3,3,2,"Dessert pot,Side salad",5,1,1,8
1,2,3,2,1,1,4,None,3,73.2,1,3,5,1245.0,5,2,4,2,None,4,2,1,4
4,1,2,5,1,1,1,"Nuts,Soy",8,98.1,3,3,10,3000.0,4,2,1,2,None,4,3,2,4
2,2,2,2,1,1,3,Dairy,2,50.3,1,3,1,230.0,5,2,2,3,None,4,4,1,5
5,1,3,2,1,2,4,None,8,56.9,2,4,10,2514.0,5,2,3,1,"Protein shake,Side salad,Soup",3,2,0,10
5,2,3,1,1,2,1,None,2,65.1,3,2,3,713.0,3,3,2,5,Side salad,4,2,2,0
4,2,1,1,4,0,6,"Dairy,Soy",2,84.9,3,1,4,1280.0,1,3,4,5,Protein shake,3,2,0,4
2,2,2,1,3,3,1,Dairy,5,41.6,2,1,5,834.0,2,2,4,5,None,3,3,0,0
2,1,2,3,3,3,1,None,7,87.6,3,4,9,3000.0,5,2,3,3,Soup,4,3,0,10
4,2,2,2,3,1,1,None,4,82.7,3,2,5,1424.0,4,1,3,5,Soup,4,4,0,7
2,1,1,1,2,5,4,Dairy,7,82.5,4,3,8,2669.0,5,1,3,2,Protein shake,4,2,0,5
1,1,2,3,3,4,1,"Gluten,Dairy,Soy",7,69.9,2,3,9,2087.0,4,2,4,3,Side salad,4,3,1,2
2,1,2,2,2,5,1,None,4,72.3,1,2,5,1387.0,3,3,3,4,None,5,3,0,1
4,2,2,2,1,4,1,"Shellfish,Soy",8,66.5,3,3,8,1865.0,4,2,3,4,None,3,1,1,7
3,1,2,2,2,7,4,Dairy,7,69.4,3,3,9,2308.0,4,2,3,3,None,3,2,1,8
2,1,4,4,2,8,2,Shellfish,7,91.9,3,3,9,3000.0,3,3,3,3,None,4,1,1,9
1,2,2,2,3,1,5,"Gluten,Dairy",8,92.4,3,2,10,3000.0,2,3,3,3,"Protein shake,Dessert pot,Side salad,Soup",5,1,1,0
3,1,1,1,4,2,3,None,8,71.1,3,1,9,2319.0,2,1,4,5,None,3,3,2,3
5,2,4,3,2,1,5,None,5,78.5,1,1,6,2007.0,3,1,3,5,None,4,4,3,0
1,1,2,3,3,0,3,Gluten,6,74.2,3,2,8,2406.0,4,1,3,4,None,2,2,1,5
2,1,5,2,1,1,3,None,5,69.4,3,3,5,1557.0,4,2,3,4,None,4,2,0,5
4,2,4,4,3,3,4,Dairy,2,109.9,3,3,1,408.0,4,3,2,3,Dessert pot,3,2,3,6
3,1,2,1,2,3,4,"Gluten,Soy",3,58.3,3,2,2,559.0,3,3,1,5,Dessert pot,4,2,0,2
3,1,5,1,1,2,1,None,4,56.7,4,2,5,1041.0,4,1,4,5,Soup,4,4,3,10
3,2,1,1,2,9,4,None,1,52.4,2,3,1,216.0,4,2,3,3,None,5,3,0,10
2,2,2,2,3,5,5,Nuts,8,175.1,3,2,9,3000.0,4,1,2,5,"Protein shake,Dessert pot",5,1,2,8
2,2,2,2,1,2,3,Soy,5,58.4,3,3,7,1660.0,5,1,5,2,None,5,3,0,6
4,1,2,3,4,2,1,None,3,70.9,3,1,4,1297.0,3,1,2,4,Dessert pot,4,2,1,3
4,1,5,2,1,3,1,None,1,67.3,3,1,1,228.0,1,3,3,5,Side salad,4,3,0,0
4,2,1,2,4,1,2,"Shellfish,Soy",2,64.8,3,2,1,269.0,3,2,3,5,None,4,3,3,0
4,2,2,3,3,4,1,None,5,69.0,3,2,5,1383.0,3,3,3,5,Soup,4,2,0,4
2,2,2,3,1,4,6,None,2,99.9,3,4,2,773.0,5,3,2,2,"Side salad,Soup",4,1,0,10
2,2,2,2,2,6,4,Nuts,5,75.9,3,2,6,1710.0,3,3,3,3,None,3,2,0,6
3,2,2,3,3,1,1,None,5,98.3,2,4,5,1693.0,5,3,2,2,"Dessert pot,Side salad,Soup",5,1,0,9
3,2,2,3,3,1,1,None,7,48.5,3,2,7,1439.0,4,1,3,4,"Side salad,Soup",5,2,0,5
3,1,4,1,3,1,1,None,3,62.2,3,2,4,843.0,3,3,4,3,Protein shake,2,4,0,5
3,2,2,2,2,2,1,Soy,2,81.3,3,3,2,736.0,4,2,1,3,Side salad,1,3,0,2
4,1,4,3,2,6,5,None,6,63.4,3,3,6,1490.0,4,3,4,3,None,4,2,1,3
2,1,2,4,4,0,6,None,3,79.1,2,2,3,989.0,3,3,3,3,"Protein shake,Dessert pot,Soup",4,3,0,5
2,2,3,3,1,0,7,None,7,90.6,4,3,6,1807.0,3,3,2,4,Side salad,4,3,0,2
1,2,3,1,2,4,5,None,6,54.5,1,3,6,1095.0,3,3,3,3,Soup,5,2,1,2
2,1,2,4,1,7,4,Nuts,4,102.2,3,3,4,1462.0,4,2,3,3,Soup,5,3,1,8
1,1,2,3,3,6,6,None,4,89.0,4,3,6,2375.0,4,3,2,3,Soup,5,4,3,10
2,1,4,4,3,3,6,None,2,88.9,3,3,2,707.0,4,2,3,2,Side salad,5,1,0,2
2,2,2,4,1,1,5,"Nuts,Shellfish",6,92.1,3,4,8,2724.0,5,2,5,3,Side salad,2,1,0,7
2,2,5,1,1,2,5,None,7,57.9,3,3,8,2112.0,4,3,3,4,Dessert pot,4,2,3,6
2,1,2,2,1,1,4,Nuts,6,71.7,4,4,7,1760.0,5,2,3,2,None,4,2,1,8
1,1,1,1,2,3,1,Nuts,6,74.6,2,2,8,2158.0,4,1,3,4,None,5,2,1,6
1,2,2,3,2,9,4,Soy,10,66.8,1,1,11,3000.0,1,3,4,5,None,3,2,2,2
4,1,5,2,4,1,4,None,4,51.2,3,2,5,830.0,4,1,2,3,None,2,2,0,7
2,2,2,3,2,8,4,"Gluten,Nuts",4,81.9,2,3,3,873.0,5,2,3,3,Soup,2,2,1,1
1,3,4,5,1,1,5,None,5,89.9,3,3,7,2539.0,4,2,3,3,None,4,1,0,8
2,1,4,5,3,3,5,None,6,95.7,3,3,7,3000.0,4,3,3,2,Soup,3,2,0,3
3,2,2,5,2,5,5,None,4,111.5,3,4,6,2425.0,5,3,4,3,Side salad,3,2,2,7
1,1,1,2,2,9,1,Dairy,6,82.4,3,2,7,2042.0,3,2,3,5,"Side salad,Soup",5,1,0,3
3,1,3,4,1,1,1,"Dairy,Nuts",7,121.0,2,4,9,3000.0,5,2,3,2,"Protein shake,Dessert pot",1,2,0,10
1,2,2,1,2,13,1,None,4,59.0,2,3,4,953.0,4,3,3,4,"Protein shake,Side salad",4,1,0,6
1,1,3,2,4,1,1,"Dairy,Shellfish,Soy",4,73.3,3,3,6,1451.0,4,2,4,2,None,4,3,0,4
2,4,2,2,2,5,5,None,5,72.9,3,1,7,1859.0,2,2,3,4,Protein shake,4,2,1,2
2,2,2,4,1,4,1,Shellfish,3,95.3,3,2,5,1932.0,4,1,3,3,None,5,1,3,1
3,1,3,2,3,2,1,Gluten,0,91.9,3,4,1,305.0,5,3,2,1,"Protein shake,Dessert pot",1,2,0,5
3,1,2,4,4,2,1,Gluten,5,76.5,3,3,7,2307.0,4,2,4,2,Protein shake,3,1,0,6
5,1,2,2,1,1,5,None,5,81.9,4,4,6,1983.0,5,3,2,3,Protein shake,5,2,0,10
2,1,2,2,2,6,1,None,1,70.7,1,2,2,613.0,4,1,3,5,"Dessert pot,Soup",4,1,1,2
2,1,2,3,4,3,6,None,2,69.4,2,2,2,520.0,3,2,4,5,Side salad,4,2,2,3
3,1,2,2,1,1,1,None,7,67.4,2,4,9,2349.0,5,2,2,3,Soup,3,1,0,10
2,1,4,3,3,7,1,None,4,80.5,4,2,5,1886.0,4,1,4,4,"Dessert pot,Side salad,Soup",2,4,0,4
2,2,2,2,3,5,3,None,6,52.2,3,4,8,1477.0,5,3,3,2,Protein shake,3,2,2,7
1,2,2,2,3,3,6,None,9,71.0,3,3,8,1854.0,3,3,2,2,"Dessert pot,Side salad",5,1,0,7
1,2,2,3,2,7,4,Soy,4,76.7,2,3,6,2196.0,5,1,4,3,None,4,2,0,0
5,1,2,3,1,0,4,Dairy,3,73.1,1,2,3,704.0,3,2,2,4,None,4,1,0,5
4,1,2,3,3,3,5,None,5,104.4,3,1,7,3000.0,1,2,3,5,None,1,2,1,2
3,2,5,1,1,1,5,None,6,55.4,3,2,7,1753.0,2,2,4,4,"Protein shake,Side salad,Soup",4,3,0,7
2,2,3,3,2,3,1,Gluten,3,57.2,3,1,5,1138.0,2,2,3,4,None,5,2,0,0
1,1,2,2,1,1,4,Dairy,8,77.8,3,2,8,2694.0,3,2,4,4,Side salad,4,2,2,3
1,2,2,3,1,4,6,None,9,82.2,4,2,10,2769.0,3,1,5,5,Soup,1,3,1,4
2,2,1,2,4,0,5,None,6,51.1,2,1,5,1130.0,2,1,3,5,None,1,4,2,2
2,2,2,2,2,6,5,Gluten,4,91.3,1,4,3,1220.0,5,3,2,2,"Protein shake,Dessert pot",5,1,0,9
3,1,2,5,4,0,2,None,7,99.8,3,4,9,2948.0,5,3,3,2,Protein shake,3,2,3,7
3,2,2,4,1,1,1,None,4,85.8,3,4,6,2057.0,5,3,3,2,Soup,4,1,0,10
2,2,2,2,2,4,5,None,4,81.2,4,3,3,1149.0,4,3,3,4,"Protein shake,Soup",1,2,1,6
5,2,1,1,1,0,2,None,5,72.5,4,2,5,1712.0,4,1,3,5,Soup,3,3,1,2
3,2,2,5,3,5,5,None,2,97.9,2,2,3,1402.0,4,1,3,3,None,3,2,2,4
2,2,5,2,3,5,7,Gluten,3,86.0,3,2,3,1097.0,3,2,3,3,Side salad,5,4,1,2
3,2,2,2,1,4,5,Dairy,7,65.6,1,3,7,1573.0,4,2,2,4,"Protein shake,Dessert pot,Soup",5,1,0,1
2,1,2,2,4,0,7,"Shellfish,Soy",5,45.9,3,1,5,886.0,2,2,4,4,Soup,5,1,0,1
1,2,1,2,1,1,1,None,5,53.6,3,3,4,935.0,4,3,4,4,None,5,3,0,3
2,2,1,2,3,5,5,None,2,70.2,3,2,1,257.0,4,1,1,3,Side salad,4,2,0,4
3,2,3,3,4,3,1,None,6,89.4,1,4,7,2814.0,5,3,2,1,None,3,3,0,6
1,1,2,2,3,0,1,None,7,86.1,2,3,6,2365.0,5,1,5,3,"Protein shake,Side salad,Soup",5,4,0,2
1,1,2,3,4,0,4,None,5,91.2,1,3,6,2420.0,5,2,2,4,Side salad,2,2,2,9
1,2,2,2,1,2,2,None,7,85.2,3,3,8,2554.0,4,2,2,2,None,5,2,2,1
1,2,3,1,1,1,6,Soy,6,41.4,3,3,5,908.0,4,2,3,2,None,5,2,1,5
4,2,2,4,1,2,2,None,3,101.6,3,2,2,674.0,3,3,3,4,None,3,3,3,3
3,2,2,5,2,7,6,None,4,110.2,3,3,3,1235.0,4,2,3,2,None,5,2,1,2
2,2,2,2,3,12,1,Shellfish,7,84.3,3,3,8,2984.0,3,3,2,2,"Dessert pot,Soup",5,2,1,3
1,2,2,2,1,2,5,Shellfish,2,62.5,2,1,2,559.0,1,3,3,4,None,3,1,3,0
2,2,2,3,3,1,4,None,8,84.4,1,3,9,2818.0,4,3,5,2,Side salad,4,2,0,3
2,2,2,3,1,3,4,None,5,73.4,4,2,6,2086.0,3,3,3,3,Protein shake,3,4,1,5
1,2,2,4,1,6,1,Soy,1,88.2,2,3,3,962.0,5,2,2,3,Dessert pot,4,2,1,4
2,1,4,4,3,1,4,Nuts,4,57.9,2,3,6,1479.0,4,3,4,2,Side salad,3,4,1,8
2,1,2,1,2,9,4,Gluten,2,54.9,1,3,2,506.0,4,2,3,2,Side salad,4,4,0,7
3,2,1,4,3,2,4,Nuts,5,86.0,3,3,6,2106.0,5,2,3,2,None,4,2,3,5
3,1,2,4,1,4,3,None,6,103.0,3,2,7,2783.0,3,1,4,5,None,3,2,2,3
1,1,5,3,3,1,1,None,7,76.4,3,3,6,1622.0,5,1,2,4,Side salad,2,1,3,7
2,1,2,3,1,1,1,Gluten,19,73.0,3,2,21,3000.0,3,2,3,3,"Side salad,Soup",5,2,0,2
3,1,3,4,1,0,1,Nuts,5,96.8,4,3,4,1337.0,5,2,2,3,"Dessert pot,Side salad",4,1,2,4
2,1,1,1,3,1,6,None,3,61.3,4,3,5,1198.0,5,2,2,2,"Dessert pot,Soup",4,2,1,6
4,1,2,3,3,3,2,Gluten,8,86.1,2,1,10,3000.0,1,2,3,5,None,5,2,3,0
3,2,1,2,1,3,5,None,6,72.1,3,2,6,1965.0,4,1,5,5,"Protein shake,Dessert pot,Side salad",3,2,0,0
1,2,2,2,1,2,3,Gluten,5,71.2,3,3,4,1010.0,4,2,4,3,Soup,4,1,0,10
1,1,5,1,2,1,7,Dairy,6,64.6,4,4,8,2278.0,5,2,2,1,None,5,3,1,10
3,1,5,2,1,2,1,None,8,79.5,3,2,7,2399.0,3,1,3,5,Protein shake,5,2,1,0
1,2,2,4,3,1,1,None,8,94.2,2,3,7,2780.0,4,2,4,4,"Dessert pot,Side salad,Soup",2,1,0,8
2,1,2,2,3,3,4,"Gluten,Soy",4,82.9,2,3,6,1862.0,5,2,2,3,"Side salad,Soup",3,1,0,7
4,2,5,3,1,1,4,Shellfish,1,81.2,3,1,1,301.0,2,2,2,5,"Protein shake,Soup",2,2,0,4
2,2,2,3,2,5,4,"Dairy,Nuts",8,81.9,2,4,8,2892.0,5,3,2,3,"Protein shake,Soup",2,3,1,8
2,2,1,1,3,3,1,Soy,6,64.0,2,2,5,1165.0,4,1,3,4,"Protein shake,Side salad",5,2,1,5
3,1,2,4,1,2,1,"Dairy,Shellfish,Soy",2,83.9,3,2,4,1251.0,4,1,1,4,Dessert pot,4,2,0,5
2,2,2,2,3,2,1,None,7,73.2,3,1,9,3000.0,1,2,3,5,"Dessert pot,Side salad",5,3,0,0
2,1,2,2,1,1,4,Gluten,2,84.7,2,2,3,1219.0,3,3,4,5,None,4,2,2,7
4,2,2,3,3,3,3,None,8,101.3,2,3,8,2596.0,4,2,4,4,Protein shake,5,1,1,3
2,2,2,3,1,4,2,None,6,73.0,1,2,8,2511.0,3,2,3,3,Soup,4,2,1,0
5,1,2,3,3,3,2,None,5,88.5,2,3,5,1795.0,5,2,2,2,None,5,3,0,8
4,1,2,4,2,10,1,Nuts,6,99.0,4,4,7,2728.0,5,2,4,1,Dessert pot,4,1,0,10
1,1,2,3,1,2,4,Nuts,5,81.1,3,4,6,1772.0,5,3,5,2,None,3,1,2,10
1,2,4,3,3,4,4,"Nuts,Soy",6,88.0,3,3,5,1765.0,4,3,2,4,Dessert pot,4,2,0,4
1,1,2,3,1,3,1,None,2,88.5,3,3,3,1044.0,4,3,4,4,None,5,2,0,6
1,2,2,2,2,8,1,None,2,82.3,3,3,3,949.0,5,2,4,2,None,4,1,1,7
1,1,5,1,2,4,1,"Gluten,Dairy",10,47.2,3,2,12,2583.0,3,2,5,4,"Protein shake,Side salad",4,2,2,0
3,2,4,5,1,6,7,None,5,95.3,2,3,7,2424.0,4,2,2,4,None,1,2,0,9
1,2,2,1,4,0,3,None,6,63.8,2,3,7,1856.0,4,2,5,2,"Protein shake,Dessert pot,Side salad",4,2,0,10
2,2,1,1,3,3,1,Nuts,4,72.4,1,3,6,1991.0,4,2,2,3,Dessert pot,5,1,0,8
4,2,3,3,1,2,2,"Dairy,Soy",4,72.2,2,2,6,2065.0,4,1,2,5,None,5,2,0,1
1,1,4,3,3,0,6,None,10,78.3,2,2,9,2935.0,4,1,2,3,None,5,2,0,0
4,1,5,3,2,4,5,None,4,65.5,3,2,6,1585.0,4,1,3,4,Soup,4,1,0,4
2,2,4,3,4,1,1,None,5,82.1,2,2,4,1493.0,3,3,1,3,"Protein shake,Side salad",4,4,2,3
1,1,2,1,1,2,2,None,6,63.5,3,3,8,1779.0,5,1,3,2,None,1,2,1,1
3,1,2,3,2,5,5,Dairy,3,193.8,3,4,2,1631.0,5,3,3,3,"Protein shake,Side salad,Soup",4,4,0,10
3,1,1,1,2,5,4,None,3,82.1,3,1,2,542.0,1,2,2,4,"Dessert pot,Soup",5,2,0,7
4,1,2,3,2,7,2,Gluten,2,76.8,2,2,2,654.0,4,1,4,5,"Protein shake,Side salad,Soup",3,4,3,5
3,1,2,3,2,3,7,None,6,55.6,1,3,5,1244.0,3,3,2,4,None,5,2,0,7
4,2,2,5,1,2,6,None,10,91.1,4,3,12,3000.0,4,2,1,3,Dessert pot,3,2,0,3
2,1,2,4,3,4,6,None,7,76.0,3,3,6,2078.0,4,2,3,3,"Protein shake,Dessert pot",4,3,0,10
1,2,3,2,2,5,1,Dairy,6,85.7,3,1,7,2038.0,1,2,2,5,None,3,1,0,5
3,1,2,3,4,0,1,"Gluten,Nuts,Shellfish",5,93.3,3,3,4,1299.0,4,2,4,2,Protein shake,3,3,2,3
4,2,2,3,1,3,2,None,6,72.1,2,2,5,1636.0,3,2,3,5,"Dessert pot,Soup",5,3,2,2
5,1,1,3,3,12,5,Nuts,9,74.2,3,2,10,2522.0,3,2,2,5,Protein shake,4,3,0,1
2,2,2,5,4,0,5,Nuts,5,93.2,1,1,7,2791.0,1,2,3,5,"Protein shake,Dessert pot,Side salad",3,1,0,1
2,2,3,1,3,6,5,"Nuts,Soy",7,46.6,3,4,9,1540.0,5,2,3,3,None,4,3,1,8
3,1,2,4,3,3,6,None,8,106.2,3,2,10,3000.0,4,1,2,5,None,4,3,0,0
2,2,5,1,3,2,4,None,1,54.6,3,3,1,232.0,4,3,3,4,"Side salad,Soup",5,3,0,2
4,4,2,1,2,5,1,None,3,54.7,3,3,4,738.0,4,3,4,3,"Side salad,Soup",4,2,3,6
4,2,2,1,3,6,1,Nuts,5,34.3,3,2,5,706.0,3,3,3,4,Protein shake,4,3,1,8
2,2,2,2,1,1,1,Nuts,19,63.8,3,3,21,3000.0,4,2,2,2,None,4,2,0,6
3,1,2,3,2,5,2,None,5,85.3,3,2,6,2335.0,3,3,5,3,"Dessert pot,Side salad",3,2,3,5
3,2,4,1,1,4,1,Nuts,6,63.5,2,2,7,2028.0,2,2,2,3,Protein shake,4,4,1,6
1,1,2,3,3,8,4,None,3,86.9,3,3,5,1601.0,4,3,3,3,Soup,5,1,1,5
4,1,4,3,2,4,1,None,3,59.1,3,2,3,766.0,3,3,3,4,"Protein shake,Soup",5,1,1,0
2,4,2,3,2,6,5,Shellfish,5,93.3,3,4,7,2905.0,5,3,2,3,Soup,5,2,2,9
4,1,4,3,1,4,5,None,1,95.9,3,3,2,890.0,4,2,2,2,Soup,4,2,0,8
2,2,1,1,4,0,1,Gluten,6,65.6,2,2,7,1664.0,3,1,3,4,None,5,3,0,2
4,2,4,3,1,0,1,Soy,7,81.0,1,3,7,2505.0,4,2,2,4,Side salad,5,2,0,10
2,2,2,2,1,2,1,None,7,56.9,3,2,8,1626.0,2,3,2,3,None,5,1,1,0
1,4,2,3,1,3,1,None,15,77.6,4,3,17,3000.0,5,1,3,4,Soup,3,3,0,4
4,1,2,2,4,0,3,Gluten,6,64.7,3,2,8,2055.0,4,1,4,4,"Side salad,Soup",5,1,0,5
1,1,5,2,4,2,4,None,7,60.6,3,4,7,1877.0,5,2,4,1,None,3,2,0,3
2,1,1,1,3,4,3,None,6,41.8,3,2,8,1185.0,2,2,2,4,Protein shake,3,2,3,5
5,1,2,4,3,4,1,None,8,195.0,4,2,10,3000.0,3,2,4,5,Side salad,3,2,3,9
5,1,4,4,1,2,2,None,3,103.8,3,2,5,1971.0,3,2,5,3,Side salad,4,2,0,8
2,1,2,2,4,0,4,None,7,67.0,2,2,7,1653.0,2,3,3,3,"Protein shake,Dessert pot,Soup",4,2,3,5
3,2,2,3,1,2,1,None,4,58.9,4,3,4,898.0,5,1,3,2,"Protein shake,Soup",3,2,1,4
2,2,2,1,1,1,1,None,4,69.8,3,2,3,979.0,4,1,5,5,"Protein shake,Side salad",5,4,0,3
2,1,2,3,1,12,5,None,8,84.5,3,2,8,2968.0,3,2,4,5,Protein shake,3,2,0,5
2,2,4,3,2,5,2,None,9,86.5,3,2,10,3000.0,3,2,3,4,Soup,2,2,3,4
3,1,3,2,3,2,5,None,8,84.8,1,3,7,2208.0,3,3,4,4,"Protein shake,Soup",5,2,0,8
3,1,2,3,2,4,1,None,2,74.6,3,1,3,1046.0,1,2,2,5,"Protein shake,Side salad",4,2,0,0
3,2,5,3,4,2,1,None,10,86.6,3,2,10,3000.0,2,2,3,3,None,4,2,1,2
3,2,2,3,2,7,4,Nuts,4,75.7,3,1,6,1892.0,2,1,3,5,Protein shake,5,1,0,4
1,2,1,1,1,0,5,"Dairy,Shellfish",5,43.4,3,3,7,1146.0,4,3,2,2,None,5,2,1,7
2,1,2,2,2,3,5,"Dairy,Shellfish",4,56.1,2,3,3,752.0,4,2,3,4,None,4,1,1,6
1,2,2,4,3,2,1,None,5,74.2,2,3,6,1897.0,4,2,2,3,"Dessert pot,Side salad,Soup",4,2,1,9
2,2,2,3,3,1,6,"Gluten,Nuts",1,89.7,3,3,1,368.0,4,2,4,2,Side salad,2,1,1,9
2,2,5,1,2,5,4,Gluten,3,59.0,4,2,2,517.0,3,3,4,5,None,4,1,0,0
4,2,3,3,2,9,1,Soy,4,43.6,2,1,6,893.0,3,1,3,5,Soup,3,3,0,3
2,2,2,2,1,2,1,None,5,68.3,3,1,5,1601.0,2,1,2,5,Protein shake,5,2,0,5
1,2,2,4,3,3,1,None,2,105.2,3,2,1,500.0,4,1,3,3,Side salad,4,2,1,3
1,2,3,3,4,1,3,None,8,84.4,3,4,10,3000.0,5,3,2,2,"Dessert pot,Side salad",1,1,2,7
3,4,5,1,1,1,1,None,3,75.0,3,3,4,1414.0,5,1,2,3,None,5,2,0,7
3,2,4,4,3,4,6,"Gluten,Soy",3,99.2,4,3,2,888.0,4,2,5,3,Side salad,3,2,1,0
1,1,2,2,2,7,5,None,5,67.6,3,3,4,1272.0,4,3,2,3,"Dessert pot,Side salad,Soup",3,2,0,5
1,2,3,2,1,1,5,None,4,80.0,4,4,4,1494.0,5,3,3,3,Side salad,2,2,2,6
3,1,2,3,4,0,3,None,2,92.8,3,3,2,654.0,4,2,3,4,"Protein shake,Side salad",5,1,0,5
1,1,2,3,2,7,5,"Dairy,Soy",8,67.1,3,4,8,1941.0,5,2,2,2,"Dessert pot,Side salad",3,1,0,10
4,2,1,1,1,4,1,None,5,66.5,3,3,5,1203.0,4,3,1,3,None,5,1,2,7
3,2,1,1,1,1,4,Nuts,13,61.3,2,1,13,2670.0,1,1,3,5,None,1,2,0,0
1,2,2,3,1,1,7,None,3,82.7,2,3,5,1586.0,5,2,2,2,None,4,4,2,3
1,1,2,2,3,4,3,None,9,73.6,3,2,8,2226.0,2,2,2,5,None,2,2,2,0
5,2,1,1,3,1,1,Nuts,5,71.8,3,2,7,1885.0,4,1,3,5,None,4,1,1,3
2,1,3,1,4,0,1,None,3,63.3,3,2,5,1190.0,3,2,3,5,Dessert pot,3,3,0,4
2,4,1,1,1,3,6,Shellfish,4,65.2,3,4,4,860.0,5,3,3,2,Side salad,5,1,2,8
4,4,2,3,1,3,1,Nuts,7,67.2,3,2,6,1410.0,3,2,5,4,None,5,1,0,2
4,2,2,1,1,3,5,Shellfish,7,64.7,3,1,7,1664.0,2,1,4,5,Side salad,5,1,2,0
5,2,5,4,2,10,4,Dairy,2,86.8,3,3,2,802.0,4,3,5,3,"Protein shake,Dessert pot,Side salad,Soup",1,1,2,4
3,2,2,4,4,1,1,None,2,107.3,3,3,3,1507.0,4,2,3,2,None,5,2,0,6
2,2,1,1,3,3,4,Dairy,4,62.7,3,3,4,917.0,5,2,2,4,None,3,3,0,5
1,1,2,2,1,4,1,Nuts,4,81.4,4,4,4,1404.0,5,3,2,1,"Protein shake,Side salad",5,2,0,7
3,1,4,3,3,1,1,Shellfish,9,77.0,3,2,11,3000.0,3,1,4,4,None,5,2,0,7
2,2,5,2,3,4,1,Shellfish,4,84.5,3,2,6,2033.0,3,2,3,5,Side salad,3,4,0,4
2,2,2,2,1,1,4,Shellfish,9,86.3,2,2,8,3000.0,4,1,3,4,None,3,1,0,4
4,1,2,2,3,7,1,None,6,69.7,3,3,5,1659.0,4,2,3,2,Dessert pot,3,2,0,8
1,2,4,5,1,3,1,None,7,99.6,3,4,7,2412.0,5,3,1,1,None,3,2,1,9
2,1,2,2,1,2,5,Gluten,19,74.2,1,3,19,3000.0,4,2,4,3,"Protein shake,Dessert pot",5,2,0,8
1,2,2,2,1,3,2,None,2,84.2,3,3,3,1067.0,5,2,3,2,Soup,4,2,1,5
2,2,2,4,2,7,1,Nuts,4,94.7,3,2,5,1900.0,3,3,2,4,None,1,1,0,3
1,2,1,2,2,2,5,Soy,2,89.2,3,4,4,1311.0,5,3,5,2,"Side salad,Soup",3,1,1,8
1,2,2,2,1,0,3,None,4,63.1,3,1,3,883.0,3,1,4,4,Protein shake,1,1,1,0
1,1,2,3,1,7,2,None,7,85.4,3,4,6,2333.0,5,3,3,1,"Dessert pot,Soup",5,4,0,6
3,1,2,1,3,2,6,None,7,64.8,3,3,6,1409.0,4,2,5,3,Dessert pot,4,3,1,4
3,2,5,2,4,3,5,None,2,56.0,3,3,4,994.0,5,1,4,3,None,4,2,0,4
2,2,2,2,3,1,1,None,2,66.1,3,2,1,299.0,3,2,2,4,Soup,2,1,2,2
5,1,4,4,1,1,3,None,2,105.1,3,2,4,1564.0,4,1,5,5,None,3,2,0,6
2,2,1,3,1,2,1,None,6,56.1,3,4,8,1507.0,5,3,3,1,None,5,3,0,10
2,1,2,4,1,1,1,None,2,77.1,3,4,1,352.0,5,3,2,1,"Protein shake,Dessert pot,Soup",5,2,1,10
4,2,1,3,1,0,6,None,9,76.6,3,3,10,2570.0,4,2,4,2,None,5,2,0,4
1,2,5,2,2,3,4,None,3,103.2,3,3,4,1637.0,4,2,1,2,"Protein shake,Soup",4,3,3,6
5,1,3,2,3,2,5,None,5,60.3,4,1,4,847.0,3,1,3,4,None,4,2,1,0
1,1,2,2,3,0,1,Dairy,3,85.6,3,2,4,1604.0,3,2,2,4,None,4,3,0,2
5,2,4,4,3,3,1,None,1,122.2,2,1,2,824.0,3,1,2,5,None,3,2,1,2
1,2,2,4,1,2,1,"Gluten,Soy",8,80.0,4,4,10,2710.0,5,2,3,3,Protein shake,2,2,0,9
4,2,5,1,1,8,1,None,2,75.4,2,1,4,1304.0,3,1,3,4,"Side salad,Soup",5,2,0,4
2,2,3,4,3,3,4,None,6,80.9,2,2,5,1427.0,3,2,3,4,Dessert pot,5,2,0,0
5,2,5,3,1,5,3,None,18,58.2,1,3,18,3000.0,5,1,3,2,Protein shake,1,1,3,5
1,3,2,5,1,2,3,None,9,99.5,1,3,8,2761.0,5,1,3,4,None,4,2,0,7
2,2,1,2,2,6,5,Dairy,6,50.6,4,3,5,1051.0,4,2,2,4,None,3,1,1,3
5,2,2,3,1,2,4,Nuts,3,96.2,2,3,5,1711.0,4,2,4,4,Soup,5,2,3,6
